Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Missing,Injuries,Damage ($Mil),Houses Destroyed,Houses Damaged,Total Deaths,Total Missing,Total Injuries,Total Damage ($Mil),Total Houses Destroyed,Total Houses Damaged
1976,7,26,2,56,39.3,NA,NA,"MALAYSIA:  SABAH:  LAHAD,DATU,KANAK",4.96,118.31,33,6.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,7,27,19,42,54.6,NA,NA,CHINA:  NE:  TANGSHAN,39.57,117.98,23,7.5,11,242769,NA,799000,5600,NA,NA,242769,NA,799000,5600,NA,NA
1976,7,28,10,45,35.2,NA,NA,CHINA:  NE:  TANGSHAN,39.664,118.401,26,7.4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,8,16,16,11,7.3,2086,NA,PHILIPPINES:  MINDANAO:  S,6.292,124.09,33,8,6,1200,NA,3500,134,NA,NA,8000,NA,10000,134,NA,NA
1976,8,17,4,19,27.3,NA,NA,PHILIPPINES:  MINDANAO,7.249,122.939,22,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,8,19,1,12,36.7,NA,NA,TURKEY:  DENIZLI,37.7,28.89,3,4.9,4,4,NA,50,NA,NA,1800,4,NA,50,NA,NA,1800
1976,9,11,16,31,12,NA,NA,ITALY:  NORTHEASTERN,46.28,13.157,16,5.5,7,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
1976,9,15,3,15,19.9,NA,NA,ITALY:  NORTHEASTERN,46.302,13.197,10,6,9,11,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
1976,9,15,9,21,19.1,NA,NA,ITALY-BALKANS NW,46.32,13.13,17,5.9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,10,29,2,51,7.6,NA,NA,INDONESIA:  NEW GUINEA:  IRIAN JAYA:  JAYAWIJAYA,-4.517,139.918,33,7.1,8,133,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA
1976,11,7,4,0,53.2,NA,NA,IRAN:  KHORASAN PROVINCE,33.846,59.208,13,6,8,17,NA,32,NA,NA,NA,17,NA,32,NA,NA,NA
1976,11,24,12,22,17.6,NA,NA,TURKEY:  MURADIYE,39.058,44.03,36,7,10,5000,NA,NA,60,NA,NA,5000,NA,NA,60,NA,NA
1976,11,27,21,42,12.2,NA,NA,AFGHANISTAN,36.51,71.04,190,6.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,11,27,21,42,12.2,NA,NA, TAJIKISTAN:  KHOROG,36.51,71.04,190,6.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,11,30,0,40,57.8,NA,NA,"CHILE:  POZO ALMONTE, OFICINA VICTORIA, ARICA",-20.52,-68.92,82,7.3,8,1,NA,13,NA,NA,NA,1,NA,13,NA,NA,NA
1976,12,8,8,38,25.7,NA,NA,SOUTH AFRICA,-27.953,26.653,33,5.2,NA,4,NA,36,NA,NA,NA,4,NA,36,NA,NA,NA
1977,1,26,13,11,29.8,NA,NA,"INDONESIA:  BALI: KAYUBIHI,BANJAR ANTUGAN JEHEM",-8.22,115.19,33,5.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,1,31,14,26,14.8,NA,NA,TAJIKISTAN,40.04,70.85,20,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,3,4,19,21,55.6,NA,NA,ROMANIA:  BUCHAREST,45.777,26.703,89,7.5,NA,1641,NA,10500,2000,NA,NA,1641,NA,10500,2000,NA,NA
1977,3,8,23,17,28,NA,NA,"INDONESIA:  SUMATERA,SINURAT,TALU",0.45,100.02,22,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,3,18,21,43,52.4,NA,NA,PHILIPPINES:  LUZON:  MANILA,16.77,122.33,37,7.3,7,1,NA,9,0.1,14,22,1,NA,9,0.1,14,22
1977,3,21,21,18,53.6,NA,NA,IRAN:  BANDAR ABBAS,27.584,56.378,29,6.7,8,167,NA,556,NA,1500,NA,167,NA,556,NA,1500,NA
1977,3,25,2,39,58.2,NA,NA,TURKEY,38.56,40.02,21,4.9,NA,30,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA
1977,4,2,7,15,22.7,2088,NA,SAMOA ISLANDS:  APIA,-16.696,-172.095,33,7.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,4,6,13,36,36.9,NA,NA,"IRAN:  NAGHAN,ARDAL,JAGHDAN,DASTGERD,KORDAN,SARMUR",31.845,50.711,41,6,8,366,NA,200,NA,2100,NA,366,NA,200,NA,2100,NA
1977,4,20,23,13,10.4,2089,NA,SOLOMON ISLANDS,-9.828,160.323,33,6.8,6,34,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA
1977,4,20,23,42,50.5,2568,NA,SOLOMON ISLANDS,-9.89,160.348,19,7.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,4,20,23,49,13.1,NA,NA,SOLOMON ISLANDS,-9.844,160.822,33,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,4,21,4,24,9.6,2090,NA,SOLOMON ISLANDS,-9.965,160.731,33,8.1,7,18,NA,1,NA,NA,NA,18,NA,1,NA,NA,NA
1977,5,26,1,35,13.8,NA,NA,IRAN:  AZARBAIJAN,38.934,44.38,37,5.4,NA,3,NA,9,NA,NA,NA,3,NA,9,NA,NA,NA
1977,6,22,12,8,33.4,2091,NA,TONGA TRENCH,-22.878,-175.9,65,7.2,4,1,NA,5,1.2,NA,NA,1,NA,5,1.2,NA,NA
1977,7,16,13,13,29.6,NA,NA,"BALKANS NW:  SLOVENIA:  TRSTENIK,BELA,TENETISE",46.29,14.29,6,4.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,8,19,6,8,55,2092,NA,INDONESIA:  SUNDA ISLANDS,-11.164,118.378,25,8.3,NA,NA,NA,NA,NA,NA,NA,189,NA,75,1.2,NA,NA
1977,8,28,20,10,5,2094,NA,PAPUA NEW GUINEA:  ADMIRALTY ISLANDS,-1.081,146.23,33,5.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,8,31,0,42,5.4,NA,NA,"COLOMBIA:  APARTADO, MEDELLIN",7.34,-76.3,33,6.5,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
1977,10,10,11,53,53.6,2095,NA,TONGA TRENCH,-25.856,-175.406,33,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,11,3,2,22,54.9,NA,NA,ROMANIA:  VELINGRAD,42.11,23.97,6,5.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,11,9,11,20,32.8,NA,NA,IRAN:  GORGAN,36.73,55.04,33,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,11,23,9,26,24.7,NA,NA,ARGENTINA:  SAN JUAN PROVINCE:  MENDOZA,-31.03,-67.77,13,7.4,9,70,NA,300,80,NA,NA,70,NA,300,80,NA,NA
1977,12,19,23,34,34.3,NA,NA,IRAN:  BAB-TANGOL,30.94,56.53,31,5.9,7,584,NA,1000,NA,NA,NA,584,NA,1000,NA,NA,NA
1978,1,14,3,24,39,2096,NA,"JAPAN:  TOKKAIDO, OSHIMA",34.809,139.259,14,6.6,5,25,4,129,NA,85,544,25,NA,129,NA,85,544
1978,2,9,21,35,12.7,NA,NA,KERMADEC ISLANDS:  S OF,-30.68,-177.36,33,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,2,15,3,17,37.3,NA,NA,TURKEY,39.69,39.79,33,4.5,NA,NA,NA,20,NA,525,NA,NA,NA,NA,NA,NA,NA
1978,2,20,4,36,58.1,NA,NA,"JAPAN:  OFUNATO, TOHOKU",38.78,141.95,60,6.1,8,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,3,11,19,20,49.1,NA,NA,ITALY:  SICILY,38.1,16.03,33,5,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
1978,3,16,2,0,0.5,NA,NA,"PAKISTAN:  QUETTA, NUSHKI",29.926,66.302,33,5.9,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
1978,3,19,1,39,14,NA,NA,MEXICO:  ACAPULCO,17.03,-99.74,36,6.6,NA,1,NA,25,NA,NA,NA,1,NA,25,NA,NA,NA
1978,3,22,0,50,32.2,2097,NA,RUSSIA:  KURIL ISLANDS,44.026,149.002,33,6.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,3,22,21,34,33.4,2569,NA,RUSSIA:  KURIL ISLANDS,44.14,149.029,33,6.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,3,23,0,31,2.1,2099,NA,RUSSIA:  KURIL ISLANDS,44.209,148.971,46,6.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,3,23,3,15,20.3,2101,NA,RUSSIA:  KURIL ISLANDS,44.932,148.439,33,7.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,3,24,19,47,50.7,2103,NA,RUSSIA:  KURIL ISLANDS,44.244,148.862,33,7.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,3,24,21,5,48.2,NA,NA,KAZAKHSTAN:  ALMA-ATA,42.839,78.606,33,7.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,4,13,18,5,25.8,NA,NA,BALKANS NW:  SERBIA:  BRUS,43.269,20.919,33,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,4,15,23,33,47.2,NA,NA,ITALY:  SICILY,38.391,15.066,14,5.7,NA,5,NA,NA,NA,400,NA,5,NA,NA,NA,400,NA
1978,5,23,23,34,11.4,NA,NA,"GREECE:  THESSALONIKI, VOLVI, LANGADAS",40.759,23.268,10,5.6,7,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,6,3,20,3,52.5,NA,NA,JAPAN:  S HONSHU:  HIROSHIMA,35.1,132.6,4,4.9,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,6,12,8,14,26.4,2105,NA,JAPAN:  SANRIKU,38.19,142.028,44,7.7,8,28,NA,10000,865,NA,NA,28,NA,10000,865,NA,NA
1978,6,14,12,32,33.9,2106,NA,"MINDANAO ISLAND, PHILIPPINES",8.249,122.403,24,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,6,20,20,3,21,2107,NA,GREECE: THESSALONIKI,40.739,23.229,3,6.4,8,50,NA,NA,250,NA,NA,50,NA,NA,250,NA,NA
1978,7,23,14,42,36.9,2108,NA,TAIWAN,22.282,121.512,17,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,7,29,14,37,32.7,NA,NA,GUATEMALA:  PATZUN,14.843,-91.022,10,4.5,NA,17,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA
1978,8,3,18,11,17.1,NA,NA,CHILE:  NORTHERN:  COPIAPO-TALTAI,-26.51,-70.54,58,7,9,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,8,13,22,54,53.5,NA,NA,CALIFORNIA:  SOUTHERN,34.284,-119.795,10,5.8,7,NA,NA,65,15,NA,NA,NA,NA,65,15,NA,NA
1978,8,14,14,17,50.4,4277,NA,SPAIN,36.63,-6.871,30,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,9,3,5,8,30.2,NA,NA,GERMANY,48.29,9.01,8,5.3,8,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA
1978,9,16,15,35,55.4,NA,NA,IRAN:  TABAS,33.205,57.478,33,7.4,9,20000,NA,NA,50,15000,NA,20000,NA,NA,50,15000,NA
1978,10,7,9,19,52.1,NA,NA,SOUTH KOREA: HONGSEONG,36.55,126.67,5,5,8,NA,NA,NA,NA,17,2000,NA,NA,NA,NA,17,2000
1978,11,1,19,48,28,NA,NA,UZBEKISTAN:   ANDIZHAN,39.35,72.61,7,6.8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,11,1,19,48,28,NA,NA, TAJIKISTAN:  DUSHANBE,39.35,72.61,7,6.8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,11,4,15,22,19.4,NA,NA,"IRAN:  RASHT, SIAHBIL",37.684,48.996,34,6.3,7,26,NA,NA,1.2,541,NA,26,NA,NA,1.2,541,NA
1978,11,29,19,52,47.6,2109,NA,MEXICO:  OAXACA,16.01,-96.591,18,7.7,NA,9,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
1978,12,6,14,2,1,NA,NA,RUSSIA:  KURIL ISLANDS,44.592,146.581,91,7.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,12,14,7,5,21.5,NA,NA,IRAN:  MASJED-E-SOLEYMAN,32.112,49.68,33,6.1,8,76,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA
1978,12,23,11,23,12,NA,NA,TAIWAN:  PINTUNG,23.247,122.075,33,7,NA,2,NA,3,NA,NA,NA,2,NA,3,NA,NA,NA
1979,1,16,9,50,9.9,NA,NA,IRAN:  BONZANABAD,33.918,59.555,33,6.5,8,129,NA,200,NA,1700,NA,129,NA,200,NA,1700,NA
1979,2,16,10,8,53.4,NA,NA,PERU:  AREQUIPA,-16.39,-72.658,53,6.9,NA,18,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA
1979,2,20,6,32,32.2,2110,NA,"IWATE, JAPAN",40.232,143.703,10,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,2,28,21,27,8.1,2111,NA,ALASKA,60.691,-141.671,18,7.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,3,14,11,7,16.3,2112,NA,MEXICO:  GUERRERO,17.813,-101.276,49,7.6,NA,5,NA,35,30,200,NA,5,NA,35,30,200,NA
1979,4,9,2,10,20.3,2914,NA,MONTENEGRO: BAR ULCINJ,41.956,19.023,10,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,4,15,6,19,44.1,2113,NA,BALKANS NW:  MONTENEGRO,42.096,19.209,10,6.9,9,130,NA,1001,2700,NA,NA,131,NA,1001,2700,NA,NA
1979,5,15,6,59,21.2,2915,NA,GREECE: CRETE,34.53,24.437,33,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,5,21,16,31,5.2,NA,NA,INDONESIA:  BALI,-8.299,115.934,43,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,5,24,17,23,18.2,NA,NA,BALKANS NW:  MACEDONIA:  DEBAR,42.255,18.752,8,6.2,8,NA,NA,65,NA,NA,NA,NA,NA,65,NA,NA,NA
1979,5,30,9,38,52.9,NA,NA,INDONESIA:  SUMBAWA ISLAND,-8.207,115.949,25,5.8,NA,22,NA,NA,4.15,NA,NA,22,NA,NA,4.15,NA,NA
1979,6,2,9,47,58.1,NA,NA,AUSTRALIA:  WESTERN,-30.812,117.179,6,6.1,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA
1979,6,25,5,29,5.6,NA,NA,"PAPUA NEW GUINEA:  E, MT HAGEN",-4.98,145.577,189,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,7,1,20,38,4,NA,NA,PANAMA-COSTA RICA:  PUERTO ARMUELLES,8.316,-82.943,28,6.5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA
1979,7,9,10,57,22.1,NA,NA,CHINA:  JIANGSU PROVINCE:  LIYANG,31.452,119.241,11,5.4,8,42,NA,2987,NA,113909,NA,41,NA,2987,NA,113909,NA
1979,7,18,13,12,2.5,NA,NA,"TURKEY:  DURSUNBEY, ANATOLIA",39.672,28.66,10,4.9,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,200,NA
1979,8,24,16,59,30.8,NA,NA,CHINA:  NEI MONGOL:  WU-YUAN,41.145,108.129,33,5.9,NA,NA,NA,104,NA,400,NA,NA,NA,104,NA,400,NA
1979,9,12,5,17,51.4,2119,NA,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-1.679,136.04,5,7.9,NA,15,NA,NA,NA,1000,NA,115,NA,NA,NA,1000,NA
1979,9,19,21,35,37.2,NA,NA,ITALY:  CENTRAL:  UMBRIA,42.812,13.061,16,5.8,NA,5,NA,5000,NA,NA,NA,5,NA,5000,NA,NA,NA
1979,10,9,7,49,29.2,NA,NA,GUATEMALA,14.321,-90.082,33,4.7,7,NA,NA,40,NA,NA,NA,NA,NA,40,NA,NA,NA
1979,10,12,10,25,22.3,NA,NA,NEW ZEALAND:  W OF NORTH ISLAND,-46.675,165.707,33,7.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,10,15,23,16,54.1,NA,NA,CALIFORNIA:  IMPERIAL VALLEY,32.634,-115.324,10,6.9,9,NA,NA,91,30,2,1565,NA,NA,91,30,2,1565
1979,10,15,23,16,54.1,NA,NA, MEXICO: MEXICALI,32.634,-115.324,10,6.9,9,NA,NA,91,30,2,1565,NA,NA,91,30,2,1565
1979,10,20,1,41,10.4,NA,NA,INDONESIA:  SUMBAWA ISLAND,-8.254,115.847,38,6.2,NA,2,NA,40,NA,NA,NA,2,NA,40,NA,NA,NA
1979,10,27,14,35,57.3,NA,NA,GUATEMALA,13.833,-90.881,58,6.8,NA,4,NA,23,NA,NA,NA,4,NA,23,NA,NA,NA
1979,11,2,15,53,3.5,NA,NA,INDONESIA:  JAVA,-7.656,108.252,62,6.1,NA,30,NA,200,16,NA,NA,30,NA,200,16,NA,NA
1979,11,6,5,26,17.7,NA,NA,GREECE-ALBANIA,39.536,20.398,40,5.2,8,1,NA,3,NA,NA,NA,1,NA,3,NA,NA,NA
1979,11,14,2,21,21.5,NA,NA,IRAN:  KHORASAN,33.978,59.832,33,6.6,8,171,NA,NA,NA,216,NA,171,NA,NA,NA,216,NA
1979,11,16,15,21,25.7,2121,NA,FIJI ISLANDS,-16.76,-179.984,33,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,11,23,23,40,29.8,NA,NA,COLOMBIA:  MANIZALES-ARMENIA,4.805,-76.217,108,6.4,9,72,NA,600,20,NA,NA,72,NA,600,20,NA,NA
1979,11,27,17,10,35.6,NA,NA,IRAN,33.974,59.847,10,7.1,9,20,NA,23,NA,NA,NA,20,NA,23,NA,NA,NA
1979,12,7,9,24,0.2,NA,NA,IRAN,34.033,59.817,33,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,12,12,7,59,5.6,2122,NA,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",1.555,-79.276,23,8.1,9,600,NA,20000,8,10000,NA,600,NA,20000,8,10000,NA
1979,12,15,0,2,41.6,NA,NA,INDONESIA:  S SUMATERA,-3.299,102.712,33,6.6,NA,8,NA,162,NA,2500,NA,8,NA,162,NA,2500,NA
1979,12,17,19,58,23.8,NA,NA,"INDONESIA:  SUMBAWA ISLAND:  BALI, LOMBOK",-8.39,115.889,33,6.3,NA,27,NA,200,NA,NA,NA,27,NA,200,NA,NA,NA
1980,1,1,16,42,42,4259,NA,"AZORES:   TERCEIRA, ANGRA DO HEROISMO",38.727,-27.75,13,6.9,8,69,NA,600,5,15000,NA,69,NA,600,5,15000,NA
1980,1,24,19,0,9.5,NA,NA,CALIFORNIA:  LIVERMORE,37.855,-121.816,11,5.9,7,NA,NA,50,11.5,NA,NA,NA,NA,50,11.5,NA,NA
1980,2,23,5,51,3.2,2123,NA,RUSSIA:  KURIL ISLANDS,43.53,146.753,44,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,4,16,12,18,20.6,NA,NA,INDONESIA:  JAVA:  TASIKMALAJA,-8.082,108.793,84,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,5,14,1,41,3.8,NA,NA,ITALY:  S,40.459,15.855,24,4.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,5,18,7,9,38,NA,NA,GUATEMALA:  S COAST,14.716,-91.317,105,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,5,18,15,32,11.4,3018,3314,WASHINGTON:  MT ST HELENS,46.214,-122.194,4,5.2,5,NA,NA,NA,NA,NA,NA,61,NA,NA,2000,NA,NA
1980,5,18,20,2,57.5,NA,NA,BALKANS NW:  SERBIA,43.294,20.837,9,5.8,8,NA,NA,30,5,NA,NA,NA,NA,50,5,NA,NA
1980,5,25,16,33,44.7,NA,NA,CALIFORNIA:  MAMMOTH LAKES,37.6,-118.84,7,6.1,7,NA,NA,7,2,NA,NA,NA,NA,7,2,NA,NA
1980,6,9,3,28,18.9,NA,NA,MEXICO:  NW,32.22,-114.985,5,6.4,5,1,NA,100,NA,NA,NA,1,NA,100,NA,NA,NA
1980,6,29,7,20,5.5,2124,NA,JAPAN:  HONSHU:  S COAST,34.808,139.181,15,6.2,8,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,NA
1980,7,8,23,19,19.8,NA,NA,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS:  BANKS,-12.41,166.381,33,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,7,9,2,11,52.8,NA,NA,GREECE:  AEGEAN SEA:  MAGNESIA,39.269,23.041,14,6.4,9,1,NA,NA,5,NA,NA,1,NA,NA,5,NA,NA
1980,7,11,11,47,26.5,NA,NA,"TAJIKISTAN:  SHURAB, NEFTEABAD",40.113,70.596,33,5.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,7,12,5,32,8.6,NA,NA,GREECE:  VOLOS,39.203,22.729,10,4,NA,1,NA,17,5,NA,NA,1,NA,17,5,NA,NA
1980,7,17,19,42,23.2,2125,NA,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-12.525,165.916,33,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,7,17,19,42,23.2,2125,NA, VANUATU,-12.525,165.916,33,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,7,22,5,17,10.1,NA,NA,"IRAN:  LAHIJAN, RASHT",37.19,50.201,62,5.4,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
1980,7,27,18,52,21.8,NA,NA,KENTUCKY:  MAYSVILLE,38.174,-83.907,8,5.1,7,NA,NA,2,1,NA,NA,NA,NA,2,1,NA,NA
1980,7,29,14,58,40.8,NA,NA,NEPAL-INDIA:   PITHORAGARH,29.598,81.092,18,6.5,NA,200,NA,NA,245,NA,NA,200,NA,NA,245,NA,NA
1980,8,9,5,45,9.5,NA,NA,HONDURAS,15.888,-88.516,22,6.4,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
1980,8,9,5,45,9.5,NA,NA,  N GUATEMALA:  IZABEL PROVINCE,15.888,-88.516,22,6.4,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
1980,8,18,15,7,52.6,NA,NA,"ECUADOR:  W, GUAYAQUIL",-1.948,-80.017,55,5.6,NA,8,NA,100,5,NA,NA,8,NA,100,5,NA,NA
1980,8,23,21,36,51.6,NA,NA,INDIA:  KASHMIR,32.913,75.633,25,4.9,NA,15,NA,40,NA,NA,NA,15,NA,40,NA,NA,NA
1980,8,23,21,50,3,NA,NA,INDIA:  KASHMIR,32.834,75.629,33,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,9,24,17,54,24.1,NA,NA,"JAPAN:  TOKYO, YOKOHAMA",35.45,139.964,73,6,6,2,NA,73,1,NA,NA,2,NA,73,1,NA,NA
1980,10,5,15,32,49.8,NA,NA,"NEW ZEALAND:  GISBORNE, HAWERA, EASTBOURNE, NAPIER",-39.542,176.478,32,5.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,10,10,12,25,26,2916,NA,ALGERIA:  NORTHERN,36.199,1.374,10,7.1,10,5000,NA,9000,5200,25000,NA,5000,NA,9000,5200,250000,NA
1980,10,24,14,53,35.1,NA,NA,"MEXICO:  S, HUAJAPAN DE LEON, OAXACA",18.211,-98.24,72,6.4,9,300,NA,NA,5,NA,NA,300,NA,NA,5,NA,NA
1980,11,8,10,27,34,NA,NA,CALIFORNIA:  NORTH COAST,41.117,-124.253,19,7.2,7,NA,NA,6,2,NA,NA,NA,NA,6,2,NA,NA
1980,11,12,6,58,11.6,NA,NA,PERU:  S CENTRAL,-13.347,-74.545,71,4.9,NA,7,NA,NA,1,NA,NA,7,NA,NA,1,NA,NA
1980,11,23,18,34,53.8,NA,NA,"ITALY:   AVELLINO, POTENZA, CASERTA, NAPLES",40.914,15.366,20,6.9,10,4689,NA,7700,20000,NA,NA,4689,NA,7700,20000,NA,NA
1980,11,26,17,35,39.1,NA,NA,VENEZUELA:  E,8.045,-72.441,40,5,NA,NA,NA,36,NA,30,NA,NA,NA,36,NA,30,NA
1980,12,19,1,16,56,NA,NA,"IRAN:  N CENTRAL, TEHRAN",34.587,50.652,33,6,7,26,NA,NA,5,NA,NA,26,NA,NA,5,NA,NA
1980,12,22,12,51,21,NA,NA,"IRAN:  N CENTRAL, TEHRAN",34.503,50.59,41,5.2,6,3,NA,139,1,NA,NA,3,NA,139,1,NA,NA
1981,1,18,18,17,24.4,2126,NA,JAPAN:  E. HONSHU ISLAND,38.64,142.75,33,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,1,19,15,11,1,NA,NA,INDONESIA:  NEW GUINEA:  IRIAN JAYA: JAYAWIJAYA MTS,-4.576,139.232,33,6.7,NA,305,NA,NA,5,NA,NA,305,NA,NA,5,NA,NA
1981,1,23,21,13,51.7,NA,NA,CHINA:  SICHUAN PROVINCE,30.927,101.098,33,6.8,8,150,NA,489,5,2992,NA,150,NA,489,5,2992,NA
1981,2,14,17,27,44.3,NA,NA,ITALY:  S,41.051,14.601,10,4.6,7,12,NA,NA,0.5,NA,NA,12,NA,NA,0.5,NA,NA
1981,2,24,20,53,38.4,2128,NA,GREECE:  ATHENS-EASTERN GULF OF CORINTH,38.222,22.934,33,6.7,8,22,NA,400,812,8000,NA,22,NA,400,812,8000,NA
1981,3,4,21,58,5.9,5417,NA,GREECE:  ATHENS-CORINTH-KHALIS,38.209,23.288,29,6.4,9,1,NA,9,NA,NA,NA,1,NA,9,NA,NA,NA
1981,3,10,15,16,19.8,NA,NA,GREECE:  PREVEZA,39.481,20.699,31,5.6,8,2,NA,NA,NA,150,NA,2,NA,NA,NA,150,NA
1981,4,18,0,32,39.8,NA,NA,PERU:  AYACUCHO,-13.144,-74.376,38,4.8,NA,8,NA,15,NA,NA,NA,8,NA,15,NA,NA,NA
